,beam,class,cleaned_text,class_labels
2329,i m good done in our care thanks this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation or benefit it is to,11,i m good done in our care thanks this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation or benefit it is to,spanish
2331,it no not me money to,11,it no not me money to,spanish
2333,it and i m not i can,11,it and i m not i can,spanish
2335,a moment i m not in the rest,11,a moment i m not in the rest,spanish
2337,for it but this call is,11,for it but this call is,spanish
2364,it i m not interested thank you complete,11,it i m not interested thank you complete,spanish
2377,thank you very much for your quality is one i cannot make a fair competition i thank you,11,thank you very much for your quality is one i cannot make a fair competition i thank you,spanish
2381,an interest in you,11,an interest in you,spanish
2406,i m not interested good bye,11,i m not interested good bye,spanish
2433,i m not interested right now i think,11,i m not interested right now i think,spanish
2453,ok but i m not interested,11,ok but i m not interested,spanish
2484,for a man and my daughter doing,11,for a man and my daughter doing,spanish
2549,i don t want to talk how about that this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically would you like to learn more about it,11,i don t want to talk how about that this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically would you like to learn more about it,spanish
2571,i m okay but i don t need citizen here grace,11,i m okay but i don t need citizen here grace,spanish
2577,it i m not interested thank you i completely understand that but these,11,it i m not interested thank you i completely understand that but these,spanish
2605,it no no thank you i m not interested thank you i completely,11,it no no thank you i m not interested thank you i completely,spanish
2642,it i haven t seen it interested in any more thank you i,11,it i haven t seen it interested in any more thank you i,spanish
2702,i m i m not interested i don t intend to ever die by completely,11,i m i m not interested i don t intend to ever die by completely,spanish
2715,i do not need any of your product thank you for calling,11,i do not need any of your product thank you for calling,spanish
2763,it oh no i m not really interested patna i,11,it oh no i m not really interested patna i,spanish
2765,i m fine honey but i ve,11,i m fine honey but i ve,spanish
2818,not interested thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,11,not interested thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,spanish
2850,bet you ve got the wrong number we re not interested in nothing,11,bet you ve got the wrong number we re not interested in nothing,spanish
2960,it not interested i,11,it not interested i,spanish
2995,thank you interested great this,11,thank you interested great this,spanish
3036,oh kate i don t need any care right now but thanks for to call thank you good bye great this,11,oh kate i don t need any care right now but thanks for to call thank you good bye great this,spanish
3056,it had anything in it,11,it had anything in it,spanish
3062,not interested this,11,not interested this,spanish
3071,no i m not interested,11,no i m not interested,spanish
3104,don t want toknow anything about senior citizens care are you about insurance eliza light in church,11,don t want toknow anything about senior citizens care are you about insurance eliza light in church,spanish
3119,we re doing great and we don t need any care we re going to plan on doing wonderful for the next few years you have a good day break,11,we re doing great and we don t need any care we re going to plan on doing wonderful for the next few years you have a good day break,spanish
3134,i m fine and i m not interested good bye grace this,11,i m fine and i m not interested good bye grace this,spanish
3159,it i m not one to scare your fixed in gum i,11,it i m not one to scare your fixed in gum i,spanish
3218,i m doing it but i don t need to talk to you i don t need no singer citizen care,11,i m doing it but i don t need to talk to you i don t need no singer citizen care,spanish
3222,i m fine man i m not arrested great,11,i m fine man i m not arrested great,spanish
3227,and one fine thank you but i ve got a wish grace this,11,and one fine thank you but i ve got a wish grace this,spanish
3234,okay you ve called me before i don t need anything from you this,11,okay you ve called me before i don t need anything from you this,spanish
3272,it no i m not interested in it complete,11,it no i m not interested in it complete,spanish
3288,i don t need anything then i don t know what a new state regulated final expense insurance plan will one hundred percent of your burial funeral or cremation expenses it is specifically designed for signed for the people on fixed income or social security would you like to learn more about no i,11,i don t need anything then i don t know what a new state regulated final expense insurance plan will one hundred percent of your burial funeral or cremation expenses it is specifically designed for signed for the people on fixed income or social security would you like to learn more about no i,spanish
3329,it no my husband takes care of all that i don t,11,it no my husband takes care of all that i don t,spanish
3338,it i know i m not interested i completely understand that,11,it i know i m not interested i completely understand that,spanish
3369,you ve already told me ttodayand i m not interested,11,you ve already told me ttodayand i m not interested,spanish
3395,it and when mamma called my daughter had to take care of it,11,it and when mamma called my daughter had to take care of it,spanish
3457,i m john fine thank you i don t eat anything great,11,i m john fine thank you i don t eat anything great,spanish
3467,it no i m not interested but thank you completely,11,it no i m not interested but thank you completely,spanish
3515,and i don t mean this,11,and i don t mean this,spanish
3524,doing fine but how i don t i don t think for a minute regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically pacifically designed for i don t i don t care for any more insured you like to learn more about it,11,doing fine but how i don t i don t think for a minute regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically pacifically designed for i don t i don t care for any more insured you like to learn more about it,spanish
3574,it do not interest them i,11,it do not interest them i,spanish
3600,we re not interested in her great this,11,we re not interested in her great this,spanish
3610,it no i m not interested i complained why,11,it no i m not interested i complained why,spanish
3636,yes i m doing fine but i don t have one of these calls ttodaygreat,11,yes i m doing fine but i don t have one of these calls ttodaygreat,spanish
3642,i m doing fine but not interested ok great,11,i m doing fine but not interested ok great,spanish
3666,well i m fine but you ve called before so i don t need to talk to age,11,well i m fine but you ve called before so i don t need to talk to age,spanish
3675,it can you harm him they don t want toknow any more about i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now,11,it can you harm him they don t want toknow any more about i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now,spanish
3690,ah thank you very much am i not interest any citizen or funeral for the new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically say i m not interested christian of this i am sorry i don t want to be rude have a good day i understand but it s not going to take much time i have a product specialist on the line who can,11,ah thank you very much am i not interest any citizen or funeral for the new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically say i m not interested christian of this i am sorry i don t want to be rude have a good day i understand but it s not going to take much time i have a product specialist on the line who can,spanish
3811,am i not interest i,11,am i not interest i,spanish
3829,it no i m not interested thank you anyway you have a good day good bye,11,it no i m not interested thank you anyway you have a good day good bye,spanish
3873,it no thanks i m not interested and thanks for calling good bye i,11,it no thanks i m not interested and thanks for calling good bye i,spanish
3886,it if i do i ll call papa,11,it if i do i ll call papa,spanish
3889,i find this is david i i don t need it,11,i find this is david i i don t need it,spanish
3959,i m doing fine but i m not interested in whatever you got to say great,11,i m doing fine but i m not interested in whatever you got to say great,spanish
3972,it not interested,11,it not interested,spanish
3996,it now baby before i complain that cured me,11,it now baby before i complain that cured me,spanish
4020,it no ma am thank you very much we re not interested thank you i completely understand that but these fordable plans have just,11,it no ma am thank you very much we re not interested thank you i completely understand that but these fordable plans have just,spanish
4073,i m doin fine i ll call this morning not to you,11,i m doin fine i ll call this morning not to you,spanish
4077,i m not interested,11,i m not interested,spanish
4100,i m fine and i don t need no incurs great,11,i m fine and i don t need no incurs great,spanish
4113,interested i completely understand that but these new for clamor in the to hang up the phone if you understand this call is about a new state regulated final expense insurance land which covers one hundred percent of your burial funeral you are too much expensive to the day do what you men,11,interested i completely understand that but these new for clamor in the to hang up the phone if you understand this call is about a new state regulated final expense insurance land which covers one hundred percent of your burial funeral you are too much expensive to the day do what you men,spanish
4153,i m fine but i m not interested ma am i own my own insurance company ok but you have an idea great this,11,i m fine but i m not interested ma am i own my own insurance company ok but you have an idea great this,spanish
4174,not innocent,11,not innocent,spanish
4180,it no i m not interested i,11,it no i m not interested i,spanish
4186,it no i am not interested,11,it no i am not interested,spanish
4239,it i m not interested thank you very much good by completely,11,it i m not interested thank you very much good by completely,spanish
4274,i m glad thankful to you to it,11,i m glad thankful to you to it,spanish
4275,i m doing good but i m not interested in buying anything,11,i m doing good but i m not interested in buying anything,spanish
4344,who are you going,11,who are you going,spanish
4363,honey we don t give information on the telephone but thank you both,11,honey we don t give information on the telephone but thank you both,spanish
4385,don t need any at all thank you very much great,11,don t need any at all thank you very much great,spanish
4422,then all right but i don t i m not buying what s your selling just walking up i,11,then all right but i don t i m not buying what s your selling just walking up i,spanish
4424,no thank you i m not interesting i completely understand that but these new fordable plans have just,11,no thank you i m not interesting i completely understand that but these new fordable plans have just,spanish
4444,is a denser site,11,is a denser site,spanish
4452,okay i don t mean anything though the table was about the new rate regulated final expense insurance plan which i don t mean another yellow hello hello hello this this is very rude but whoever is on the dam phone this is very rude i m trying to be polite an fix a man by now have a good day would you like to learn more about it,11,okay i don t mean anything though the table was about the new rate regulated final expense insurance plan which i don t mean another yellow hello hello hello this this is very rude but whoever is on the dam phone this is very rude i m trying to be polite an fix a man by now have a good day would you like to learn more about it,spanish
4469,it i m not interested i completely understand that but this new effort,11,it i m not interested i completely understand that but this new effort,spanish
4556,not interested thank you good bye i,11,not interested thank you good bye i,spanish
4575,really interested no thank you i completely understand that but these new and fordable plans have just,11,really interested no thank you i completely understand that but these new and fordable plans have just,spanish
4577,i just did,11,i just did,spanish
4591,it and now at the moment i m without interest thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products,11,it and now at the moment i m without interest thank you i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products,spanish
4716,now,11,now,spanish
4751,not interested thank you this,11,not interested thank you this,spanish
4763,i don t need nothin scientist this,11,i don t need nothin scientist this,spanish
4768,no i m not interested but thank you for call calling by now,11,no i m not interested but thank you for call calling by now,spanish
4773,it but please quick,11,it but please quick,spanish
4826,it no man my daughter that cares everything for me i,11,it no man my daughter that cares everything for me i,spanish
4835,it no no forgive my son my hand is taken care of that i don t know nothing about it then thank you i,11,it no no forgive my son my hand is taken care of that i don t know nothing about it then thank you i,spanish
4876,well i was doing pretty good until it right now,11,well i was doing pretty good until it right now,spanish
4896,you don t find and i don t don t need anything in the wall is about a new started final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it it is that i bear all paid for we don t need it thank you take this here to learn more about it no no we know enough to come for alan or everything to need any more thank you to have a birthday,11,you don t find and i don t don t need anything in the wall is about a new started final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it it is that i bear all paid for we don t need it thank you take this here to learn more about it no no we know enough to come for alan or everything to need any more thank you to have a birthday,spanish
4909,no i would not not in it i completely understand that but the,11,no i would not not in it i completely understand that but the,spanish
4923,ttodaynot too good i m going to shift or not she tell us about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral cremation ninety six years old last time i got that pay for such,11,ttodaynot too good i m going to shift or not she tell us about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral cremation ninety six years old last time i got that pay for such,spanish
4932,i thank you,11,i thank you,spanish
4955,it was on another i got her ready for the meeting,11,it was on another i got her ready for the meeting,spanish
4971,fine amy but to pay the sum note,11,fine amy but to pay the sum note,spanish
5028,fine but i m not interested this,11,fine but i m not interested this,spanish
5037,it we re not interested thanks,11,it we re not interested thanks,spanish
5042,amy waite amy wait i m not a senior senior citizen so i don t need the care this call is,11,amy waite amy wait i m not a senior senior citizen so i don t need the care this call is,spanish
5118,no i m not interested i completely understand that thank you,11,no i m not interested i completely understand that thank you,spanish
5128,no thank you well as this one on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation on expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it,11,no thank you well as this one on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation on expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it,spanish
5205,that particularly my wife and all that,11,that particularly my wife and all that,spanish
5219,i interrupted this call,11,i interrupted this call,spanish
5231,and another senior citizens care thank you great,11,and another senior citizens care thank you great,spanish
5260,i m not going to ask,11,i m not going to ask,spanish
